text,topic
"hey <!here> I\u2019ve cleaned up the Community Documentation Google Sheet. To recall, this is our *shared collaboration document* for finding / adding questions people are asking and resolving them with documentation additions. Regularly contributing to the documentation will help get you noticed and will help with your journey to becoming a committer (if that\u2019s interesting to you).\n\nPlease add other unique questions from StackOverflow, Github, Slack, etc that you feel like could be addressed with documentation improvements and then I recommend committing + assigning yourself to at least 2 questions to research, document, and submit a PR! Y\u2019all now have the tools you need to start contributing :rocket:\n\n<https://docs.google.com/spreadsheets/d/1-NcWJwVeAf2hutURLwd4pRek7ZCwLhV5AVnspYHt91c/edit#gid=0>",1.0
"hey <!here> I\u2019ve just uploaded the video recording from our last office hours, where <@UH0UPCJVD> walked through the end-to-end contribution guide: <https://www.youtube.com/watch?v=zAWVE0TwMiU>\n\ncc <@U013M8WTVV2> I know you were asking about this! :slightly_smiling_face:\n\nEDIT: fixed the grammar mistake in the title :sweat_smile:",1.0
any committer here have more context?\n\n<https://apache-superset.slack.com/archives/C0170U650CQ/p1602010478103300?thread_ts=1602000090.095400&amp;cid=C0170U650CQ>,1.0
"Hello guys! I created a `buildQuery` object with `buildQueryContext` containing two queries... I can see both results at `api/v1/chart/data`, but at `transformProps(chartProps: ChartProps)` there is only the first result at `queryData` object.. I notice that is a `PlainObject`. Is there any way to pass/access to both results from the query? Thanks in advance",1.0
"Hi all, I am struggling a bit with the Superset REST API: I want to import dashboards and check that they work. Thus I am looking for REST endpoints corresponding to `<https://analytics.cluster.regulator.cloud/superset/explore_json/?form_data={{>""slice_id"":{slice_id}}}&amp;dashboard_id={dashboard_id}` and `import_dashboards`. (When) are these going to be available? Is there some alternative way to achive importing and checking dashboards via the REST API?",1.0
<@U014D0Q95K5> it might be bc you contributed less this week and slack felt it and disowned you from the logo,1.0
:superset-loading:,1.0
looks like mine is fine :wink:,1.0
"for some reason, Slack reset my status and removed the superset logo. heads up! this may have happened to y\u2019all too, I added mine back",1.0
:clap:,1.0
"*<!here>*\u00a0I kicked off the graduation process for Superset at the Apache Software Foundation yesterday!\n```to:dev@\n\nHi all!\n\nOver the past few months/years, the Apache Superset community has met all\nthe requirements to graduate from the Apache Incubator. Given that, I\nbelieve we are ready for graduation and I'm excited to kick off the process\nwith a community vote at this time.\n\nFor the record, we have been incubating since 2017-05-02, have had 8\nofficial Apache-approved releases, and have voted in 20 PMC members and 11\ncommitters. See our Incubation Status File for more details:\n<https://incubator.apache.org/projects/superset.html>\n\nFor reference, you can find out everything you need to know about the\ngraduation requirements and process here:\n<https://incubator.apache.org/guides/graduation.html>\n\nConsider this an implicit +1 from me.\n\nCheers!\n\nMax```\n",1.0
"I ran the k8s installation and got the application running, it took me sometime but I eventually found the swagger ui @ `<domain>/swaggerview/v1` (I believe i found this in an GitHub issue, I am up for contributing to the docs if it's actually missing and I didnt miss it).\n\nAfter reviewing this, I was able to login via REST and make a few queries to see things like charts and datasources. However, I could not access the `*POST* /chart\u200b/data` endpoint due to CSRF. From searching GitHub and Slack i saw reference of setting the `X-CSRF_Token` header but i could not find how to get this value. Attached is a screenshot of the security endpoints I currently have access to and login only returns access and refresh token.\n\nFor now I have disabled CSRF because I am just testing, does anyone know what the flow for this should be?",1.0
"Hi all, I am new to Superset and want to track a few metrics:\n1. Determine when Superset dashboards are failing to load\n2. Who is accessing what dashboards\n3. The access patterns (number of times,, etc.) of dashboards on Superset.\nAre there already built tools or some information already present in the Superset's database?\nI would prefer using open source tools - would also not mind building something on my own for Superset.\n\nThe main idea is to develop a health check dashboard for Superset.\n\nFeel free to ask more questions around this and add more metrics that can be tracked.\n\nThanks :)",1.0
,1.0
,1.0
,1.0
,1.0
"Hey AirBnB team, I'm currently defining an incompatible filter as a filter that meets one of the following conditions:\n\u2022 The filter is for a column that isn't present on the data-set\n\u2022 The filter is for a column on the dataset, but the value type doesn't match\n\u2022 The filter causes the query to crash for some other reason",1.0
,1.0
,1.0
,1.0
Thanks <@U018KSRTZHP> for this filter feature :rocket: &amp; good luck with your next adventures!,1.0
Thanks Natalie! it\u2019s nice to work with you!,1.0
"yeah, Jesse said it\u2019s hard to maintain the state of fold/open dropdown for each chart.",1.0
Thanks!,1.0
Wait...`*TIME GRAIN*: PT1S` I see the problem,1.0
Or some other value?,1.0
"So for granularity, should I be showing second?",1.0
i still don\u2019t know what is question\u2026.,1.0
,1.0
which dropdown?,1.0
i am pretty sure this logic is still valid :slightly_smiling_face:,1.0
<@U01379WBAA2> has joined the channel,1.0
We're supposed to get the value from somewhere else?,1.0
<@U017193F7JQ> has joined the channel,1.0
,1.0
,1.0
,1.0
,1.0
"Hi, my name is Rohit. I am an undergraduate student. I am highly interested to build some extra features for my farming community. Any help will be appreciated.",1.0
<@U01244EAXRB> has joined the channel,1.0
<@U0135RTFXNH> has joined the channel,1.0
,1.0
"Subject : Getting DataSource data in newly created Template Plugin.\nHi Team,\nWe created one new helloworld type of plugin given in link <https://preset.io/blog/2020-07-02-hello-world/>\nand video - <https://www.youtube.com/watch?v=f6up5x_iRbI>.\nUsing given procedure template is getting created successfully however data from a datasource say 'Birthnames' is not being reflected.\nGetting 500 internal server error.",1.0
,1.0
"<@U0108GJRR0F> sorry to hear! Right off the bat, it looks like SQLAlchemy (which is how superset talks to databases) is reporting that MySQL isn\u2019t happy about all the connections Superset is making to it. Not using the async workers or caching functionality in Superset could cause this.\n\nOther potentially useful context:\n\n\u2022 Where are you running this? Locally? Cloud? Home-grown raspberry pi cluster?\n\u2022 How are you running this? Natively? Within Docker? Within Kubernetes? \n\u2022 What databases / data sources are you using? A RDBMS like Postgres? A data engine like Athena / Presto / Hive / Dremio?\n\u2022 How many charts are in this dashboard?",1.0
So we're not supposed to show the value of the dropdown?,1.0
you need to setup some druid datasource to see how it works.,1.0
<!here> Anyone know what this stuff about the time granularity filters is for?,1.0
<@UFP6V5W4E> has joined the channel,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
"Hi! I am a Solution Architect at AWS and a member of the AWS Analytics Technical Field Community (TFC), focused on data analytics and IoT.",1.0
,1.0
,1.0
"Hello everyone, I've made some test on Superset with docker installations, but I'd like to put it in production on Openshift. There are some documentations or references about how to deploy the entire stack on Openshift Container Platform?",1.0
,1.0
,1.0
,1.0
,1.0
,1.0
"Hi all, what is the best way to keep previous roles and permissions intact while performing major upgrades on superset? Should we be doing ""superset init"" after upgrades? Is that mandatory? We end up losing any custom roles that we might have setup when we do ""superset init"". For instance, we are planning to upgrade from 0.36.0 version to 0.37.0. Do we need to run ""superset init"" as part of the upgrade process? Is the answer going to be the same for any future upgrade paths? Thanks...",1.0
,1.0
,1.0
,1.0
,1.0
,1.0
<@UK275PNTB> has joined the channel,1.0
hey <@UK275PNTB> you mentioned to me that you had some solutions architects at your company wanting more advanced filtering features. Would they be open to chatting with <@U017193F7JQ> ? One of our PM\u2019s at Preset who\u2019s conducting some user research at the moment!,1.0
,1.0
"Hi, can someone help taking this query ? :- <https://stackoverflow.com/questions/64145914/import-a-dashboard-in-superset-but-preserving-ownership>",1.0
"Hi , Hacktoberfest has begun :slightly_smiling_face: . It would be great to add the #hacktoberfest label to the #goodfirst issues and may be any other small issues. What do you'll think ? I don't have rights to add labels.. can someone help to add the label?\n\nFor reference: <https://hacktoberfest.digitalocean.com/>",1.0
anyone have context on the superset metadata tables? <https://apache-superset.slack.com/archives/C7G8CG0LR/p1601585844107500?thread_ts=1601487723.076700&amp;cid=C7G8CG0LR>,1.0
"<!channel> hey folks :wave: I just released the part 1 of a multi-part series on working with Google BigQuery in Superset. The motivating example I use is the data from the Python Software Foundation on python package downloads (which is hosted as a public dataset for free on Google Cloud).\n\nI\u2019d appreciate a share on your social networks if you find the post interesting / helpful! If you use or hope to use BigQuery with Superset, leave a comment as well on other types of tutorials you\u2019d like to see!\n\n<https://preset.io/blog/2020-08-04-google-bigquery/>",1.0
,1.0
,1.0
,1.0
,1.0
<@U019ER177KQ> has joined the channel,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
"<!channel> Hey all\nAfter digesting all suggestions and requirements in <#C01B6H6U8S2|dashboard-level-access> , We have updated\u00a0\u00a0<https://github.com/apache/incubator-superset/issues/10408|SIP-51>\u00a0with a new solution proposal .\nprevious solution was appended to\u00a0*rejected*\u00a0alternatives\n\nthe new proposal include details not only on dashboard level access but also about\u00a0 prerequisite that is needed here in the form of\u00a0`data access control`\nplease review and provide feedback",1.0
happy Monday folks :wave: I\u2019ve been seeing multiple questions on LDAP every week:\n\n<https://apache-superset.slack.com/archives/C0170U650CQ/p1603730559244800>\n\nDoes anyone want to step up to investigate questions like this and how we can improve the docs here?,1.0
and that the pain point I mentioned was a motivating use case?,1.0
not sure :slightly_smiling_face: I\u2019ll clarify! I just meant that they may be trying to understand the code path for how labels are determined + Rendered for the x-axis,1.0
"oh, so they want a categorical line chart? That\u2019s fairly difficult to retrofit into the current line chart, but is totally doable on the new ECharts plugins, and is something we\u2019re currently looking into implementing.",1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
"yeah I think this person wants to change the labels for the x-axis in a line graph (e.g maybe they don\u2019t want it alphabetized, assuming they\u2019re visualizing a discrete variable) and wants to understand the code-path for that logic",1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
"[Dremio + Superset]\nHello Guys,\nDo you know how I can stop this in Superset?\n`SELECT CAST('test plain returns' AS VARCHAR(60)) AS anon_1`\nEven If I execute a simple query as `SELECT 1`\nIt brings me this message. The query executes, but there's a lot of this messages in my Job execution on Dremio. I read in some forums that it is a problem of indentation. Can someone help me understand what is happening ?",1.0
